grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid14(25,16)",151,64,51,150,69,84,163,83,64,187,39,28,Pastel Green
"Grid14(26,16)",152,92,50,161,94,63,151,82,50,271,91,82,Pastel Green
"Grid14(27,16)",151,58,92,151,91,51,150,70,64,83,36,72,Pastel Green
"Grid14(28,16)",159,86,86,156,99,57,161,57,87,4,48,62,Pastel Green
"Grid14(29,16)",156,71,64,164,59,88,150,73,59,266,16,60,Pastel Green
"Grid14(30,16)",160,56,60,153,69,70,156,50,62,58,10,37,Pastel Green
"Grid14(31,16)",153,75,100,157,65,66,151,59,74,222,41,44,Pastel Green
"Grid14(32,16)",160,51,62,155,99,62,162,71,58,190,93,41,Pastel Green
"Grid14(33,16)",164,88,69,155,62,89,153,51,66,225,34,5,Pastel Green
"Grid14(34,16)",158,56,57,150,95,61,164,60,88,274,57,16,Pastel Green
"Grid14(0,17)",153,58,71,156,86,63,164,67,50,58,91,72,Pastel Green
"Grid14(1,17)",155,60,75,159,76,88,160,58,58,322,89,45,Pastel Green
"Grid14(2,17)",160,63,78,163,66,77,155,87,75,90,35,24,Pastel Green
"Grid14(3,17)",153,92,78,153,80,53,158,78,73,198,64,68,Pastel Green
"Grid14(4,17)",163,72,96,162,94,100,158,87,76,45,10,80,Pastel Green
"Grid14(5,17)",159,100,85,155,73,93,159,53,85,211,45,16,Pastel Green
"Grid14(6,17)",163,94,85,164,55,55,161,75,98,63,78,75,Pastel Green
"Grid14(7,17)",151,100,97,152,83,96,156,78,98,338,94,48,Pastel Green
"Grid14(8,17)",155,53,88,155,86,83,156,78,93,292,40,45,Pastel Green
"Grid14(9,17)",161,95,92,156,96,96,154,90,85,357,0,95,Pastel Green
"Grid14(10,17)",154,76,66,154,84,78,153,58,89,334,100,5,Pastel Green
"Grid14(11,17)",151,88,54,156,77,98,159,50,79,309,52,68,Pastel Green
"Grid14(12,17)",156,95,50,162,55,74,151,98,61,1,98,49,Pastel Green
"Grid14(13,17)",156,65,98,161,71,63,161,93,72,74,51,11,Pastel Green
"Grid14(14,17)",162,89,50,156,58,59,160,65,98,339,53,53,Pastel Green
"Grid14(15,17)",158,52,89,164,93,66,150,89,73,54,62,97,Pastel Green
"Grid14(16,17)",159,59,57,163,84,58,155,97,89,115,32,28,Pastel Green
"Grid14(17,17)",153,87,85,164,92,98,156,61,65,130,90,4,Pastel Green
"Grid14(18,17)",163,51,59,157,92,82,152,54,78,233,15,45,Pastel Green
"Grid14(19,17)",150,64,68,162,94,91,156,65,76,135,68,83,Pastel Green
"Grid14(20,17)",154,99,84,164,97,68,159,76,91,285,24,69,Pastel Green
"Grid14(21,17)",153,53,70,151,62,74,155,97,94,160,19,78,Pastel Green
"Grid14(22,17)",150,71,71,162,62,53,159,72,75,210,6,1,Pastel Green
"Grid14(23,17)",163,93,95,152,61,63,163,58,64,237,57,42,Pastel Green
"Grid14(24,17)",154,70,65,151,62,96,155,71,69,243,38,7,Pastel Green
"Grid14(25,17)",155,60,59,159,57,96,160,55,64,34,48,55,Pastel Green
"Grid14(26,17)",158,50,83,151,90,79,164,53,55,168,65,72,Pastel Green
"Grid14(27,17)",159,50,86,151,55,64,158,73,53,124,11,18,Pastel Green
"Grid14(28,17)",151,80,58,163,78,92,163,60,68,226,98,55,Pastel Green
"Grid14(29,17)",150,64,50,158,62,76,157,79,51,237,42,51,Pastel Green
"Grid14(30,17)",152,64,67,154,71,95,157,67,57,239,1,20,Pastel Green
"Grid14(31,17)",161,100,88,154,91,79,153,75,97,100,93,49,Pastel Green
"Grid14(32,17)",150,63,50,154,77,92,159,86,61,163,90,28,Pastel Green
"Grid14(33,17)",156,81,51,164,95,76,154,78,93,342,93,22,Pastel Green
"Grid14(34,17)",151,51,94,163,58,82,160,84,93,97,95,88,Pastel Green
"Grid14(0,18)",156,58,95,154,55,87,152,58,98,191,98,3,Pastel Green
"Grid14(1,18)",158,77,93,152,70,97,162,96,75,91,37,42,Pastel Green
"Grid14(2,18)",162,93,84,163,58,82,162,54,65,199,59,76,Pastel Green
"Grid14(3,18)",155,73,98,159,92,74,150,50,58,213,55,4,Pastel Green
"Grid14(4,18)",153,86,62,159,87,76,163,52,81,224,91,98,Pastel Green
"Grid14(5,18)",153,95,60,153,69,56,151,96,92,233,86,52,Pastel Green
"Grid14(6,18)",157,63,91,154,93,74,154,57,98,6,83,63,Pastel Green
"Grid14(7,18)",155,56,70,155,53,60,153,52,79,234,6,46,Pastel Green
"Grid14(8,18)",164,91,84,154,90,94,159,87,74,235,24,87,Pastel Green
"Grid14(9,18)",162,90,67,161,60,55,156,70,52,304,60,17,Pastel Green
"Grid14(10,18)",153,59,91,164,58,68,158,59,83,249,96,42,Pastel Green
"Grid14(11,18)",162,89,71,155,88,70,159,68,89,242,24,92,Pastel Green
"Grid14(12,18)",151,91,93,156,93,70,151,65,79,219,76,87,Pastel Green
"Grid14(13,18)",164,84,91,152,91,81,159,50,67,348,41,61,Pastel Green
"Grid14(14,18)",159,93,53,162,87,60,155,82,96,348,15,36,Pastel Green
"Grid14(15,18)",152,62,76,151,66,76,152,79,94,225,78,87,Pastel Green
"Grid14(16,18)",160,73,67,156,52,84,161,79,65,65,89,33,Pastel Green
"Grid14(17,18)",159,86,66,164,75,68,157,92,72,256,37,57,Pastel Green
"Grid14(18,18)",154,60,84,155,66,64,155,64,90,18,74,100,Pastel Green
"Grid14(19,18)",163,58,67,160,52,50,161,85,67,224,99,76,Pastel Green
"Grid14(20,18)",158,53,50,153,70,74,151,73,93,226,80,10,Pastel Green
"Grid14(21,18)",156,78,79,158,81,99,154,63,59,71,50,36,Pastel Green
"Grid14(22,18)",159,80,93,164,54,87,164,54,94,254,58,24,Pastel Green
"Grid14(23,18)",152,99,77,160,63,57,163,75,91,94,80,42,Pastel Green
"Grid14(24,18)",158,74,90,155,86,87,150,81,81,150,78,98,Pastel Green
"Grid14(25,18)",159,94,83,151,91,56,161,85,77,128,32,96,Pastel Green
"Grid14(26,18)",157,62,87,157,81,71,151,75,55,326,37,60,Pastel Green
"Grid14(27,18)",159,64,57,159,95,50,159,56,75,66,85,20,Pastel Green
"Grid14(28,18)",159,87,90,159,60,90,151,92,82,277,70,80,Pastel Green
"Grid14(29,18)",162,51,94,160,61,50,162,53,75,222,21,77,Pastel Green
"Grid14(30,18)",151,71,76,159,96,99,162,77,98,91,66,45,Pastel Green
"Grid14(31,18)",159,73,69,163,51,98,153,59,94,16,61,27,Pastel Green
"Grid14(32,18)",162,61,71,159,61,77,153,66,89,322,66,10,Pastel Green
"Grid14(33,18)",150,73,51,160,89,54,153,69,83,208,46,41,Pastel Green
"Grid14(34,18)",155,99,81,151,65,62,153,54,99,120,76,37,Pastel Green
"Grid14(0,19)",163,75,52,157,77,99,158,97,78,263,61,0,Pastel Green
"Grid14(1,19)",150,90,71,164,89,93,158,87,67,115,54,70,Pastel Green
"Grid14(2,19)",156,78,70,154,99,64,160,84,95,159,51,75,Pastel Green
"Grid14(3,19)",152,81,58,155,72,50,161,84,68,120,63,93,Pastel Green
"Grid14(4,19)",157,82,94,161,90,61,159,98,63,240,0,4,Pastel Green
"Grid14(5,19)",164,83,79,152,60,87,151,79,89,158,4,84,Pastel Green
"Grid14(6,19)",163,59,76,154,79,68,152,83,88,229,15,99,Pastel Green
"Grid14(7,19)",161,60,86,156,89,57,152,54,61,54,29,14,Pastel Green
"Grid14(8,19)",162,93,74,157,65,82,164,74,75,219,28,13,Pastel Green
"Grid14(9,19)",161,72,58,160,86,68,160,90,56,141,95,83,Pastel Green
"Grid14(10,19)",153,81,80,154,91,83,159,74,67,214,74,44,Pastel Green
"Grid14(11,19)",154,90,83,164,74,73,163,88,59,306,55,13,Pastel Green
"Grid14(12,19)",150,91,89,152,84,82,159,91,90,320,0,2,Pastel Green
"Grid14(13,19)",163,89,80,162,54,92,158,88,50,118,42,44,Pastel Green
"Grid14(14,19)",155,62,53,155,73,88,150,75,79,348,6,6,Pastel Green
"Grid14(15,19)",151,57,58,162,75,89,164,67,96,108,29,15,Pastel Green
"Grid14(16,19)",162,73,88,150,87,90,161,64,52,210,82,15,Pastel Green
"Grid14(17,19)",164,66,52,151,84,99,153,51,85,55,79,49,Pastel Green
"Grid14(18,19)",161,67,100,156,72,81,153,60,61,79,97,79,Pastel Green
"Grid14(19,19)",162,50,53,158,93,76,164,61,68,85,55,98,Pastel Green
"Grid14(20,19)",151,76,85,157,69,76,155,81,65,11,71,82,Pastel Green
"Grid14(21,19)",159,92,58,150,97,66,161,59,66,105,46,30,Pastel Green
"Grid14(22,19)",161,96,63,155,52,76,158,76,52,33,82,20,Pastel Green
"Grid14(23,19)",162,72,93,154,91,82,164,54,93,326,17,45,Pastel Green
"Grid14(24,19)",155,52,73,156,81,66,162,59,57,295,97,86,Pastel Green
"Grid14(25,19)",164,78,62,162,55,75,153,86,91,301,79,72,Pastel Green
"Grid14(26,19)",161,77,91,160,57,59,150,77,51,134,78,6,Pastel Green
"Grid14(27,19)",156,97,96,152,58,63,153,94,77,322,3,82,Pastel Green
"Grid14(28,19)",159,69,81,160,89,68,157,61,85,235,67,71,Pastel Green
"Grid14(29,19)",158,64,81,154,80,58,159,51,50,226,71,13,Pastel Green
"Grid14(30,19)",156,58,96,155,80,58,151,82,58,216,49,95,Pastel Green
"Grid14(31,19)",164,72,82,152,79,95,163,97,80,349,73,82,Pastel Green
"Grid14(32,19)",150,75,57,155,98,95,154,55,61,211,36,91,Pastel Green
"Grid14(33,19)",157,78,89,159,57,56,157,82,54,111,42,76,Pastel Green
"Grid14(34,19)",160,65,80,153,56,68,157,57,56,177,41,27,Pastel Green
"Grid14(0,20)",163,95,90,164,91,62,160,94,95,47,33,36,Pastel Green
"Grid14(1,20)",153,70,61,163,81,73,152,94,53,223,21,66,Pastel Green
"Grid14(2,20)",162,52,88,162,59,54,164,57,88,346,21,51,Pastel Green
"Grid14(3,20)",161,100,61,152,94,54,155,61,94,184,43,76,Pastel Green
"Grid14(4,20)",162,73,58,163,99,64,162,60,65,131,41,14,Pastel Green
"Grid14(5,20)",160,67,82,158,57,77,162,52,74,124,82,63,Pastel Green
"Grid14(6,20)",162,87,59,152,93,98,156,100,61,131,90,79,Pastel Green
"Grid14(7,20)",158,65,88,160,52,94,154,74,92,144,65,23,Pastel Green
"Grid14(8,20)",163,54,79,161,87,92,156,59,79,271,94,52,Pastel Green
"Grid14(9,20)",160,85,53,154,70,71,159,75,96,285,58,32,Pastel Green
"Grid14(10,20)",158,50,68,152,59,88,157,99,51,20,66,64,Pastel Green
"Grid14(11,20)",162,84,97,152,52,65,152,81,82,77,67,56,Pastel Green
"Grid14(12,20)",155,80,61,150,65,62,162,84,69,160,98,42,Pastel Green
"Grid14(13,20)",156,94,88,163,55,94,153,71,56,144,44,55,Pastel Green
"Grid14(14,20)",161,81,91,150,68,68,152,64,57,56,55,83,Pastel Green
"Grid14(15,20)",164,76,85,153,100,60,157,71,72,170,8,34,Pastel Green
"Grid14(16,20)",156,92,97,162,96,63,156,76,57,333,8,62,Pastel Green
"Grid14(17,20)",152,69,52,162,70,61,155,55,67,271,0,79,Pastel Green
"Grid14(18,20)",154,50,86,160,60,74,160,57,51,69,66,9,Pastel Green
"Grid14(19,20)",164,61,77,162,80,60,158,62,94,203,10,83,Pastel Green
"Grid14(20,20)",156,78,76,151,83,77,164,70,82,291,80,57,Pastel Green
"Grid14(21,20)",157,88,62,151,65,54,160,74,68,115,75,89,Pastel Green
"Grid14(22,20)",162,89,68,152,73,75,156,85,78,340,98,88,Pastel Green
"Grid14(23,20)",154,88,89,160,68,79,151,60,83,337,7,93,Pastel Green
"Grid14(24,20)",151,79,82,163,73,88,162,97,93,354,100,99,Pastel Green
"Grid14(25,20)",157,91,60,151,60,92,164,82,71,265,30,22,Pastel Green
"Grid14(26,20)",163,51,81,154,96,100,163,69,57,68,64,93,Pastel Green
"Grid14(27,20)",153,66,60,153,69,89,159,72,100,249,33,89,Pastel Green
"Grid14(28,20)",164,79,67,150,97,65,161,88,64,344,74,1,Pastel Green
"Grid14(29,20)",159,84,66,153,71,79,158,83,73,263,77,56,Pastel Green
"Grid14(30,20)",155,80,63,151,91,79,162,80,57,328,100,99,Pastel Green
"Grid14(31,20)",158,57,68,151,82,96,152,53,57,247,60,18,Pastel Green
"Grid14(32,20)",150,71,76,158,52,51,153,69,75,51,88,0,Pastel Green
"Grid14(33,20)",153,90,93,157,100,77,162,60,86,101,83,51,Pastel Green
"Grid14(34,20)",152,82,66,157,95,62,161,56,63,4,27,49,Pastel Green
"Grid14(0,21)",156,70,99,162,86,90,159,54,98,145,42,20,Pastel Green
"Grid14(1,21)",162,75,67,159,70,81,161,67,81,313,92,85,Pastel Green
"Grid14(2,21)",162,71,91,161,90,77,150,73,52,193,66,82,Pastel Green
"Grid14(3,21)",160,99,57,151,57,77,163,88,68,63,68,64,Pastel Green
"Grid14(4,21)",163,61,68,155,71,72,163,91,58,18,12,7,Pastel Green
"Grid14(5,21)",159,68,89,150,84,90,163,72,82,311,52,14,Pastel Green
"Grid14(6,21)",154,74,51,162,86,93,153,97,70,244,67,84,Pastel Green
"Grid14(7,21)",163,56,53,158,69,66,158,68,86,166,84,93,Pastel Green
"Grid14(8,21)",160,55,97,154,87,94,162,50,55,26,93,81,Pastel Green
"Grid14(9,21)",151,96,85,160,81,97,156,65,70,300,59,46,Pastel Green
"Grid14(10,21)",153,52,65,152,98,92,157,78,54,296,17,16,Pastel Green
"Grid14(11,21)",162,63,72,158,88,59,154,64,80,55,13,45,Pastel Green
"Grid14(12,21)",158,56,52,152,67,79,152,62,84,211,5,41,Pastel Green
"Grid14(13,21)",152,71,83,157,88,82,164,97,85,269,54,20,Pastel Green
"Grid14(14,21)",164,56,78,153,83,93,161,93,88,253,38,18,Pastel Green
"Grid14(15,21)",161,66,97,153,63,100,162,90,98,91,38,16,Pastel Green
"Grid14(16,21)",156,68,83,159,68,54,164,81,72,81,24,27,Pastel Green
"Grid14(17,21)",156,97,99,162,63,74,162,90,80,24,11,23,Pastel Green
"Grid14(18,21)",156,82,61,161,82,82,156,99,50,241,75,34,Pastel Green
"Grid14(19,21)",161,64,75,150,62,100,152,69,74,68,38,56,Pastel Green
"Grid14(20,21)",164,69,60,153,57,75,155,85,77,317,83,83,Pastel Green
"Grid14(21,21)",152,95,82,164,87,89,162,79,92,227,50,49,Pastel Green
"Grid14(22,21)",152,90,60,150,68,93,159,65,55,313,40,28,Pastel Green
"Grid14(23,21)",163,66,90,161,84,71,157,98,85,131,4,34,Pastel Green
"Grid14(24,21)",154,87,77,160,70,66,152,96,92,69,54,20,Pastel Green
"Grid14(25,21)",159,74,56,154,92,76,152,63,83,84,78,6,Pastel Green
"Grid14(26,21)",151,60,78,163,75,60,151,99,68,238,92,96,Pastel Green
"Grid14(27,21)",162,100,74,163,68,87,152,52,57,303,19,98,Pastel Green
"Grid14(28,21)",151,72,97,159,98,56,163,73,81,350,54,96,Pastel Green
"Grid14(29,21)",153,94,58,153,77,56,150,62,69,34,10,32,Pastel Green
"Grid14(30,21)",158,52,86,153,65,89,164,62,77,16,16,20,Pastel Green
"Grid14(31,21)",157,55,96,157,61,57,156,84,89,264,40,50,Pastel Green
"Grid14(32,21)",150,92,65,158,94,56,154,50,55,120,53,46,Pastel Green
"Grid14(33,21)",161,76,65,155,94,88,156,65,98,20,38,42,Pastel Green
"Grid14(34,21)",159,77,93,159,55,68,154,62,51,22,14,44,Pastel Green
"Grid14(0,22)",150,73,50,157,66,79,159,72,69,186,11,73,Pastel Green
"Grid14(1,22)",164,51,98,152,61,91,162,87,84,92,5,1,Pastel Green
"Grid14(2,22)",156,67,66,159,86,51,162,60,88,28,11,18,Pastel Green
"Grid14(3,22)",151,84,85,161,75,83,154,93,92,139,93,78,Pastel Green
"Grid14(4,22)",154,64,88,150,98,55,150,97,60,352,45,22,Pastel Green
"Grid14(5,22)",151,88,70,159,95,75,151,63,83,192,20,27,Pastel Green
"Grid14(6,22)",158,50,93,162,78,91,151,98,92,122,79,84,Pastel Green
"Grid14(7,22)",162,55,73,160,93,78,154,70,89,165,76,83,Pastel Green
"Grid14(8,22)",155,66,91,152,99,82,161,89,56,86,15,15,Pastel Green
"Grid14(9,22)",157,99,94,162,84,82,163,99,54,286,48,92,Pastel Green
"Grid14(10,22)",157,78,87,162,94,81,153,50,87,141,78,10,Pastel Green
"Grid14(11,22)",159,79,89,156,83,73,152,83,58,202,40,16,Pastel Green
"Grid14(12,22)",158,66,71,163,87,82,160,55,86,273,90,63,Pastel Green
"Grid14(13,22)",151,85,53,155,53,55,157,77,95,55,41,17,Pastel Green
"Grid14(14,22)",153,97,98,156,62,53,153,84,64,311,35,91,Pastel Green
"Grid14(15,22)",154,94,88,159,77,66,162,80,82,120,88,19,Pastel Green
"Grid14(16,22)",158,92,85,162,83,66,156,79,76,214,73,73,Pastel Green
"Grid14(17,22)",160,56,78,164,90,82,162,98,89,352,18,80,Pastel Green
"Grid14(18,22)",154,94,87,160,70,58,156,89,92,347,0,86,Pastel Green
"Grid14(19,22)",152,74,67,155,72,96,163,86,84,29,51,34,Pastel Green
"Grid14(20,22)",152,74,93,151,62,99,150,76,87,24,32,49,Pastel Green
"Grid14(21,22)",155,94,62,152,80,57,158,57,50,252,56,35,Pastel Green
"Grid14(22,22)",155,72,83,164,50,83,158,56,84,26,64,30,Pastel Green
"Grid14(23,22)",151,89,55,158,68,98,160,78,53,226,82,32,Pastel Green
"Grid14(24,22)",152,100,92,151,69,85,164,59,81,202,15,52,Pastel Green
"Grid14(25,22)",154,83,71,152,91,61,151,74,99,301,15,87,Pastel Green
"Grid14(26,22)",152,87,80,156,54,92,158,82,54,305,38,84,Pastel Green
"Grid14(27,22)",152,55,56,155,66,73,159,60,62,103,47,51,Pastel Green
"Grid14(28,22)",153,93,92,159,54,85,155,83,66,135,99,12,Pastel Green
"Grid14(29,22)",159,86,80,162,87,88,159,58,60,323,92,60,Pastel Green
"Grid14(30,22)",155,55,55,152,83,60,162,66,95,148,76,58,Pastel Green
"Grid14(31,22)",159,99,50,162,85,90,154,92,74,91,10,48,Pastel Green
"Grid14(32,22)",163,59,83,152,64,78,154,50,100,207,11,76,Pastel Green
"Grid14(33,22)",160,76,96,157,52,52,155,59,95,341,3,24,Pastel Green
"Grid14(34,22)",153,79,87,160,91,59,159,87,67,107,17,58,Pastel Green
"Grid14(0,23)",164,97,86,164,68,54,162,72,69,356,99,98,Pastel Green
"Grid14(1,23)",164,57,87,158,50,61,164,99,88,96,76,98,Pastel Green
"Grid14(2,23)",163,65,62,153,93,92,163,99,58,195,41,2,Pastel Green
"Grid14(3,23)",156,76,74,164,95,81,164,69,86,277,35,1,Pastel Green
"Grid14(4,23)",164,62,73,159,99,89,161,78,77,52,16,41,Pastel Green
"Grid14(5,23)",163,92,83,163,99,50,161,89,52,133,36,95,Pastel Green
"Grid14(6,23)",151,52,73,152,80,51,163,95,100,196,86,0,Pastel Green
"Grid14(7,23)",164,79,99,154,100,96,158,51,86,169,58,23,Pastel Green
"Grid14(8,23)",154,69,95,153,54,70,150,80,53,329,1,65,Pastel Green
"Grid14(9,23)",157,75,63,161,56,56,151,56,65,135,51,52,Pastel Green
"Grid14(10,23)",164,68,80,161,95,86,153,52,50,233,48,82,Pastel Green
"Grid14(11,23)",160,66,89,164,65,72,154,69,74,106,25,37,Pastel Green
"Grid14(12,23)",157,88,53,156,73,84,161,51,66,283,73,29,Pastel Green
"Grid14(13,23)",155,76,53,150,73,86,152,86,80,75,58,82,Pastel Green
"Grid14(14,23)",162,80,93,161,82,86,150,57,67,251,76,12,Pastel Green
"Grid14(15,23)",151,70,62,151,50,96,158,70,60,149,66,59,Pastel Green
"Grid14(16,23)",150,90,78,157,50,65,157,54,80,8,63,10,Pastel Green
"Grid14(17,23)",154,85,50,162,65,78,153,59,93,340,75,56,Pastel Green
"Grid14(18,23)",151,56,100,158,90,64,164,87,55,248,84,78,Pastel Green
"Grid14(19,23)",152,85,87,159,84,64,150,50,85,269,65,14,Pastel Green
"Grid14(20,23)",156,59,62,151,63,84,158,66,79,295,91,56,Pastel Green
"Grid14(21,23)",162,82,62,157,70,80,161,50,81,22,99,66,Pastel Green
"Grid14(22,23)",154,64,66,150,52,87,158,55,94,355,49,40,Pastel Green
"Grid14(23,23)",158,89,78,160,87,96,162,62,66,287,95,82,Pastel Green
"Grid14(24,23)",159,54,52,155,99,95,163,96,94,252,80,90,Pastel Green
"Grid14(25,23)",151,67,69,164,84,75,153,91,88,95,41,80,Pastel Green
"Grid14(26,23)",160,87,73,157,58,55,161,71,96,123,77,39,Pastel Green
"Grid14(27,23)",153,82,51,163,100,60,159,98,79,126,48,7,Pastel Green
"Grid14(28,23)",164,84,53,153,100,55,163,63,60,292,92,94,Pastel Green
"Grid14(29,23)",161,90,95,159,52,73,164,95,88,286,10,45,Pastel Green
"Grid14(30,23)",160,90,99,156,84,79,158,94,94,263,24,32,Pastel Green
"Grid14(31,23)",153,91,73,153,63,95,164,82,92,328,95,49,Pastel Green
"Grid14(32,23)",164,71,71,164,95,70,162,64,71,7,82,91,Pastel Green
"Grid14(33,23)",158,76,80,160,74,62,153,81,72,115,66,86,Pastel Green
"Grid14(34,23)",152,89,80,153,74,92,160,58,84,30,37,66,Pastel Green
"Grid14(0,24)",156,88,92,162,87,81,161,55,72,233,66,82,Pastel Green
"Grid14(1,24)",153,86,96,152,79,62,152,67,62,285,28,27,Pastel Green
"Grid14(2,24)",150,62,99,156,81,70,155,71,82,125,66,40,Pastel Green
"Grid14(3,24)",152,99,89,154,50,64,154,88,91,349,54,86,Pastel Green
"Grid14(4,24)",164,93,70,160,91,59,157,76,96,75,82,45,Pastel Green
"Grid14(5,24)",150,59,71,159,94,86,164,61,88,256,71,97,Pastel Green
"Grid14(6,24)",160,74,87,153,85,85,155,55,98,120,18,70,Pastel Green
"Grid14(7,24)",152,98,82,159,89,90,161,86,79,196,34,36,Pastel Green
"Grid14(8,24)",162,80,76,159,95,54,154,97,66,339,95,11,Pastel Green
"Grid14(9,24)",164,67,54,158,61,73,151,54,93,194,58,60,Pastel Green
"Grid14(10,24)",159,90,55,157,77,94,159,63,83,118,73,0,Pastel Green
"Grid14(11,24)",151,52,73,162,64,90,152,68,74,175,96,17,Pastel Green
"Grid14(12,24)",160,53,69,153,62,53,164,80,65,39,23,10,Pastel Green
"Grid14(13,24)",164,51,87,157,58,64,154,81,63,7,98,7,Pastel Green
"Grid14(14,24)",150,51,50,159,100,81,153,99,73,249,52,77,Pastel Green
"Grid14(15,24)",163,61,56,154,85,70,156,56,100,56,36,19,Pastel Green
"Grid14(16,24)",159,70,56,156,97,56,159,82,99,175,28,11,Pastel Green
"Grid14(17,24)",158,54,65,150,82,94,161,69,74,158,15,89,Pastel Green
"Grid14(18,24)",157,65,92,160,83,60,160,79,60,47,63,12,Pastel Green
"Grid14(19,24)",153,76,71,151,54,89,157,86,87,88,43,88,Pastel Green
"Grid14(20,24)",159,69,63,159,69,75,158,82,92,276,94,94,Pastel Green
"Grid14(21,24)",157,77,92,161,61,84,162,93,83,319,41,98,Pastel Green
"Grid14(22,24)",157,71,70,159,94,96,157,82,82,103,94,71,Pastel Green
"Grid14(23,24)",150,77,97,155,51,50,150,100,71,155,56,80,Pastel Green
"Grid14(24,24)",154,75,55,156,79,70,155,77,92,90,26,42,Pastel Green
"Grid14(25,24)",161,73,55,153,59,78,162,71,81,175,84,23,Pastel Green
"Grid14(26,24)",159,81,67,164,74,61,158,68,97,336,10,13,Pastel Green
"Grid14(27,24)",150,58,68,159,94,51,160,65,65,118,12,99,Pastel Green
"Grid14(28,24)",159,77,51,161,96,100,161,85,55,136,12,28,Pastel Green
"Grid14(29,24)",162,96,56,164,88,96,153,57,54,14,99,74,Pastel Green
"Grid14(30,24)",150,96,80,151,99,85,152,75,51,154,72,10,Pastel Green
"Grid14(31,24)",152,73,100,151,95,58,160,61,90,104,16,70,Pastel Green
"Grid14(32,24)",161,71,70,150,85,51,159,93,81,241,5,82,Pastel Green
"Grid14(33,24)",159,86,71,162,65,90,152,58,99,156,65,15,Pastel Green
"Grid14(34,24)",159,78,52,155,79,96,157,68,63,188,14,30,Pastel Green
"Grid14(0,25)",161,59,52,151,70,79,161,97,66,251,72,84,Pastel Green
"Grid14(1,25)",163,80,95,157,56,85,157,88,80,296,38,13,Pastel Green
"Grid14(2,25)",157,71,68,150,70,96,161,99,75,121,36,18,Pastel Green
"Grid14(3,25)",156,87,99,159,81,62,151,58,86,246,81,71,Pastel Green
"Grid14(4,25)",162,67,96,164,71,52,163,82,53,18,53,87,Pastel Green
"Grid14(5,25)",152,54,58,157,100,71,156,58,89,196,68,88,Pastel Green
"Grid14(6,25)",162,99,54,157,100,50,152,65,69,76,66,28,Pastel Green
"Grid14(7,25)",162,61,87,150,57,78,156,78,89,39,81,49,Pastel Green
"Grid14(8,25)",154,97,52,150,92,62,150,66,72,40,29,100,Pastel Green
"Grid14(9,25)",162,78,64,158,90,99,163,72,78,202,11,1,Pastel Green
"Grid14(10,25)",152,82,76,150,92,56,160,51,97,74,33,55,Pastel Green
"Grid14(11,25)",154,50,51,155,63,76,153,97,63,55,16,33,Pastel Green
"Grid14(12,25)",162,87,67,151,56,90,150,77,58,9,32,13,Pastel Green
"Grid14(13,25)",150,67,62,159,76,82,160,65,96,351,92,24,Pastel Green
"Grid14(14,25)",152,64,70,157,88,65,153,63,81,327,29,91,Pastel Green
"Grid14(15,25)",150,78,98,159,93,82,150,64,57,262,4,77,Pastel Green
"Grid14(16,25)",161,71,77,164,55,80,156,54,87,84,80,58,Pastel Green
"Grid14(17,25)",159,74,91,158,97,82,163,92,55,6,0,14,Pastel Green
"Grid14(18,25)",156,78,59,152,95,85,155,73,74,273,78,7,Pastel Green
"Grid14(19,25)",162,100,89,160,64,100,153,56,72,84,54,81,Pastel Green
"Grid14(20,25)",155,95,64,163,66,65,150,65,66,45,42,65,Pastel Green
"Grid14(21,25)",158,100,100,154,69,92,156,57,76,155,85,77,Pastel Green
"Grid14(22,25)",151,89,90,155,56,55,152,83,58,16,71,25,Pastel Green
"Grid14(23,25)",160,77,95,151,68,50,151,76,92,115,53,99,Pastel Green
"Grid14(24,25)",151,60,56,161,80,52,152,94,70,187,99,80,Pastel Green
"Grid14(25,25)",160,82,79,156,57,81,156,56,80,345,8,99,Pastel Green
"Grid14(26,25)",160,68,92,153,79,80,157,70,65,156,56,10,Pastel Green
"Grid14(27,25)",162,98,92,159,78,83,156,77,86,249,62,22,Pastel Green
"Grid14(28,25)",154,65,84,161,61,72,153,67,61,270,39,18,Pastel Green
"Grid14(29,25)",150,100,68,155,74,74,155,66,50,26,40,77,Pastel Green
"Grid14(30,25)",161,50,81,150,71,88,159,94,61,3,59,86,Pastel Green
"Grid14(31,25)",163,59,81,162,51,50,154,65,64,19,84,18,Pastel Green
"Grid14(32,25)",153,97,65,151,50,99,158,87,91,228,72,21,Pastel Green
"Grid14(33,25)",153,65,93,155,54,75,156,65,57,262,34,61,Pastel Green
"Grid14(34,25)",163,92,88,153,99,73,157,87,67,116,16,50,Pastel Green
"Grid14(0,26)",162,92,52,152,82,69,153,51,73,133,97,4,Pastel Green
"Grid14(1,26)",161,85,55,150,91,86,152,94,93,343,73,59,Pastel Green
"Grid14(2,26)",164,90,86,160,68,61,154,84,81,266,95,19,Pastel Green
"Grid14(3,26)",157,96,95,159,79,50,162,60,58,25,32,0,Pastel Green
"Grid14(4,26)",154,68,79,153,60,64,156,83,78,216,42,38,Pastel Green
"Grid14(5,26)",151,80,72,163,59,52,164,63,50,32,17,13,Pastel Green
